PointID,County,xcoord,ycoord,landusenum,Main_soil,Slope,CS_0_30,gS,mS,fS,gU,mU,fU,Sand,Silt,Clay,pH_H2O,EC_H2O,TC,TOC,TN,FSS,Water_cont,Stone_dens,BD_bulk,Rock_fragm
5128,BW,503714.2883,5337646.568,1,RR,N2.2,94.31,1.5,0.7,0.9,19.5,22.8,9.7,3.2,52,44.8,7.58,200,31.93,31.11,3.02,1004.6,30.07,2.65,0,3.359669211
5130,BW,522524.4494,5337223.618,2,CF,N3,160.99,0.3,1,1.3,7.3,8.7,4.6,2.6,20.6,76.8,6.42,118,75.73,75.73,6.78,933.2,43.77,2.65,0.97,2.788679245
5131,BW,527498.808,5336481.724,1,RZ,N1,66.02,0.7,0.9,2,6.2,5.2,5,3.7,16.4,79.9,7.63,224,85.8,43.23,4.38,511,22.26,2.65,0,30
5132,BW,539387.3949,5335452.976,2,AB,N0,113.11,3.3,29.1,15.4,12.6,8.3,4.8,47.8,25.8,26.4,7.43,235,89.16,65.77,6.22,908.5,29.89,2.65,0.91,0
5133,BW,543734.6604,5336639.331,1,LL,N2,60.93,0.6,1.9,8.4,41.8,21.7,7.7,10.9,71.2,17.9,6.55,149.5,15.5,15.14,1.59,1384.6,16.79,2.65,1.41,1.079245283
5134,BW,551276.8131,5336438.716,1,SS,N1,58.1,1.7,15.1,29.9,12,11.5,7.6,46.7,31.1,22.2,6.5,60.2,13.48,13.48,1.34,1327.3,25.85,2.65,1.33,0.203773585
5135,BW,559855.0489,5337292.688,1,YK,N2.2,60.52,3.6,7.4,15.1,35.4,15,6.1,26,56.4,17.6,6.93,123.8,21.37,20.97,2.08,1215.4,16.95,2.65,0,3.538701913
5136,BW,570235.8092,5339540.164,1,SS,N1,44.93,1.9,2.9,10.3,38.4,21.8,7.1,15.1,67.2,17.7,6,43.9,13.17,13.17,1.27,1188.3,14.28,2.65,1.21,0.873207547
5139,BY,593068.9623,5336096.622,1,GGc,N0,86.23,3.2,36.4,21.9,8.7,8.6,4.7,61.5,22.1,16.4,6.2,89.7,26.8,26.1,2.63,1033,28.26,2.65,0,2.547215039
5140,BY,599806.3026,5336675.008,2,BB,N4,56.32,1.6,33.1,21.9,13,8.8,5.2,56.6,26.9,16.5,5.6,73.8,30.21,30.21,2.95,1086.7,36.28,2.65,1.1,1.056603774
5141,BY,611865.5263,5337313.261,1,YK,N0.2,52.34,1.1,40.7,27.4,9.7,5,5.1,69.2,19.7,11.1,6.38,69.3,17.09,17.09,1.72,1232.9,31.78,2.65,1.24,0.443773585
5144,BY,634880.0376,5340205.78,1,BB,N0,46.85,0.4,1.4,6.5,36.7,28.1,8.2,8.2,73,18.8,6.74,60.8,14.13,14.13,1.27,1261.9,33.25,2.65,1.28,0.329056604
5145,BY,643212.7231,5337355.307,2,RZ,N0,53.76,4.1,14.4,21.2,13.8,9.5,6.8,39.7,30.2,30.1,7.46,188.5,87.01,57.65,5.86,432,42.16,2.65,0,40
5146,BY,649621.4846,5340112.174,1,BB,N2,53.29,1.4,10,13.8,26.1,18.3,9,25.2,53.4,21.4,7.14,68.1,13.46,13.02,1.4,1368.6,24.6,2.65,1.46,3.617358491
5148,BY,666743.8283,5336784.901,1,BB,N0.2,63.92,7.9,23.6,8.5,13.8,13.1,8.6,39.9,35.6,24.5,7.22,101.7,20.44,19.39,1.96,1087.1,23.27,2.65,0,12.71962116
5150,BY,679798.6317,5337783.888,1,RZ,N0,88.81,9.6,13.4,11.9,14.3,12.8,8.6,34.9,35.7,29.4,7.61,146.8,48.39,38.53,3.95,736.4,27.53,2.65,0,14.22660506
5153,BY,703961.1353,5339455.456,1,RZ,N0,56.73,5.2,7.9,15.1,15.2,14.1,9.2,28.2,38.5,33.3,6.86,112.3,22.48,21.84,2.23,936,13.79,2.65,0,10
5154,BY,712561.9557,5339215.6,1,GH,N0.2,193.83,6.2,12.3,9.7,20,19.6,9.1,28.2,48.7,23.1,7.58,146.9,95.81,91.76,6.82,640,41.28,2.65,0,20
5155,BY,718573.7065,5338211.792,2,BB,N0,74.62,4.7,13.7,10.3,24.2,18.9,8.7,28.7,51.8,19.5,6.14,269,46.29,46.29,4.36,1013.3,43.66,2.65,1.04,1.085283019
5157,BY,739625.5457,5338513.45,2,YK,N3,91.6,7.5,21.3,21.3,16,12.2,7.8,50.1,36,13.9,7.15,129.3,38.57,37.03,3.85,1102.4,44.16,2.65,0,4.132432049
5159,BY,751041.7084,5341046.085,1,SS,N2.2,71.78,1.9,2.1,5.7,45,20.5,6.5,9.7,71.9,18.4,7.25,89.9,20.07,19.65,2.04,1143.8,29.66,2.65,1.21,3.066415094
5162,BY,776988.4843,5341982.169,1,BB,N2,56.59,1.5,1.8,5.1,44.4,23,6.7,8.4,74.1,17.5,6.89,54.1,14.86,14.86,1.46,1238.4,30.99,2.65,1.25,0.887924528
5163,BW,401847.2822,5328688.104,3,ZZ,N0,30.77,0,0.1,3,52.4,22.4,5.8,3.1,80.6,16.3,7.79,153.2,51.36,16.64,1.45,1253.9,36.73,2.65,1.26,0.22490566
5164,BW,411389.9053,5325168.771,2,GG,N0.1,85.47,3.4,11.5,13.4,26.4,15.8,7,28.2,49.2,22.6,6.27,59,40.29,40.29,3.69,776.7,68.25,2.65,0.81,0.252075472
5165,BW,415355.0641,5328968.645,1,AB,N0,44.56,1.3,2.2,4.1,44.9,26.5,4.5,7.7,75.9,16.4,6.04,53.1,10.85,10.85,1.36,1297.8,21.75,2.65,1.3,0.140377358
5168,BW,439888.4451,5326840.009,2,KV,N2,231.3,0,0,0,0,0,0,0,0,0,5.63,184.9,223.71,223.71,16.73,397.6,88.31,2.65,0.43,1.156226415
5176,BW,503893.0239,5326561.329,2,CF,N0.2,105.05,0.6,5.1,3.9,10.4,11.3,4.6,9.6,26.3,64.1,6.78,297,76.65,74.24,7.32,902.7,49.64,2.65,0.92,0.193207547
5178,BW,522203.5258,5329376.48,1,RZ,N2,55.77,4,10.1,21,17.5,12.2,6.6,35,36.3,28.7,7.5,157.6,28.69,16.95,1.62,1177.2,20.14,2.65,0,17.61688794
5183,BW,561034.4603,5328148.443,2,YK,N2,63.97,4.2,6.5,13.8,31.4,18.8,7,24.5,57.2,18.3,6.16,82.9,28.02,28.02,2.75,1192.5,35.49,2.65,0,3.793237215
5184,BW,570645.6254,5328404.153,1,BB,N3.2,29.05,13.5,24.7,17.8,10.1,10.4,9.3,56,29.8,14.2,5.99,486,19.97,19.97,1.95,473,17.4,2.65,0,45
5187,BY,590952.3125,5330007.216,2,AB,N0,71.27,0.8,17,27.3,19.4,10.5,6.7,45.1,36.7,18.2,6.78,176.8,36.79,35.78,3.8,1081.3,48.37,2.65,1.1,0.684528302
5189,BY,610403.0918,5332177.499,1,GG,N0,117.57,2.1,12.5,15.8,11.3,13,8.8,30.5,33,36.5,7.21,240,59.06,52.62,5.82,872,25.33,2.65,0,10.97424412
5191,BY,627781.3027,5331956.072,1,GH,N0,179.13,0,0,0,0,0,0,0,0,0,7.48,287,174.05,135.22,11.72,432.9,35.26,2.65,0,18.2556702
5192,BY,631406.5647,5330979.429,1,YK,N0.1,42.66,1,3.4,8.1,35.6,24.8,8.7,12.4,69.1,18.5,6.39,35.4,11.31,11.31,1.18,1212.9,26.89,2.65,1.22,0.578113208
5193,BY,640468.5107,5330116.372,1,BB,N0,68.36,1,3.9,10.5,31.8,23.5,7.6,15.3,62.9,21.8,6.47,63.8,16.89,16.89,1.61,1232.5,24.44,2.65,1.29,2.089056604
5203,BY,722932.1989,5332055.32,1,LL,N0.1,43.98,11.5,15,14.9,16.7,15.6,8.9,41.3,41.2,17.5,6.41,143.2,26.37,26.37,2.34,745.5,28.83,2.65,0,10
5204,BY,729307.4814,5332431.416,2,SS,N3,59.05,3.9,11.4,24,18,14.3,7.8,39.4,40.1,20.5,5.9,151.7,41.2,41.2,4.04,965.7,47.02,2.65,0.99,1.369811321
5207,BY,754289.0494,5334279.244,2,AB,N0,136.9,0.8,2.9,8.2,21,21.7,12.8,12,55.5,32.5,6.1,221,74.83,74.83,7.59,867.2,61.2,2.65,0.88,1.105660377
5208,BY,763364.1656,5333493.457,1,BB,N0.1,61.64,1.5,2.6,4.2,33.4,26.7,8.7,8.3,68.8,22.9,6.8,95.2,15.54,15.54,1.56,1165.4,20.11,2.65,1.29,5.004528302
5209,BY,768842.6671,5333045.524,1,LL,N2,44.46,2.6,4,7.1,32.5,23.3,8.6,13.7,64.3,22,6.74,71.8,14.6,14.6,1.46,1414.6,24.34,2.65,1.51,3.76754717
5211,BW,399957.5659,5316924.291,1,AB,N0,58.7,1,9,15.3,35.3,14.8,4.8,25.3,54.9,19.8,7.57,136.1,31.88,23.21,2.57,1084.2,4.59,2.65,0,8.064245679
5214,BW,424206.5173,5317542.868,2,BB,N3.2,104.91,16.4,22,14.3,9.9,9.6,6.7,52.7,26.2,21.1,5.61,48.9,53.95,53.95,5.02,895.6,26.34,2.65,0,10.42306931
5216,BW,441553.6532,5318516.483,2,BB,N4,102.41,20.1,17.1,9.3,11.3,11.3,8.5,46.5,31.1,22.4,5.46,43.4,61.2,61.2,5.19,720.9,35.83,2.65,0,10.97258373
5218,BW,456420.2988,5319102.468,2,SS,N0.2,108.49,0.2,0.6,2.1,7,15.4,17.8,2.9,40.2,56.9,6.88,206,59.22,58.21,6.42,868.7,50.97,2.65,0.87,0.027924528
5219,BW,462878.4291,5320969.298,2,DD,N1,118.09,1.3,2.3,4.2,11.2,14,12.8,7.8,37.9,54.3,6.04,131.2,73.66,73.66,6.05,813.6,38.77,2.68,0.84,1.397761194
5223,BW,499105.6425,5321156.541,2,RZ,N2.2,78.55,1.6,1.3,1.8,10.9,13.4,8.4,4.8,32.6,62.6,7.74,296,87.6,61.67,6.52,581,41.48,2.65,0,30
5227,BW,529042.1619,5319853.606,2,GG,N1,113.77,0.4,4.9,11.3,21.7,19.6,10.9,16.5,52.2,31.3,5.88,70.9,54.31,54.31,5,935.9,27.64,2.65,0.95,0.053584906
5229,BW,547123.2321,5323741.982,1,BB,N1,59.03,3.6,9.7,25.2,20.9,15.5,7,38.5,43.4,18.1,6.5,165.5,20.97,20.97,1.95,1296.5,21.75,2.65,1.43,6.051320755
5230,BW,553049.7704,5320893.701,1,AB,N1,75.1,3.4,18.1,17.1,17.3,15.1,7.6,38.5,40,21.5,6.7,197.6,25.79,25.12,2.53,923.1,23.61,2.65,0,10.31118756
5231,BW,558755.6615,5321070.285,1,BB,N1,49.04,0.8,2.9,13.7,37.7,17.3,6.1,17.4,61.2,21.4,7.5,227,14.61,13.77,1.43,1328.3,22.92,2.65,1.34,0.798113208
5233,BW,578313.5151,5324118.343,2,ZZ,N3.2,44.33,7.6,17.5,17.7,16.4,11.3,7.7,42.8,35.5,21.7,6.52,117.1,34.74,34.74,3.23,973.7,43.23,2.65,0,8.965823895
5236,BY,602867.849,5322648.026,2,YK,N3.1,88.88,0.8,19.7,29.7,12.6,9.4,7.7,50.2,29.7,20.1,6.34,116.2,42.79,42.79,4.13,963.1,40.45,2.65,0.97,0.083773585
5237,BY,607633.4432,5320925.931,1,BB,N3.1,76.87,2.6,15.3,21.4,14.5,11.2,8.2,39.2,33.9,26.9,7.39,343,22.71,21.73,2.42,1050.3,23.67,2.65,0,6.663845397
5238,BY,619573.9165,5321510.467,2,SS,N2.2,117.84,2.1,7.4,16.7,23.6,15.8,7.4,26.1,46.8,27.1,7.48,206,90.02,51.38,5.12,976.9,52.63,2.65,0.99,0.098867925
5239,BY,624824.9755,5322823.868,2,GG,N0,126.01,1.9,11.1,18.7,18,14.1,9,31.6,41,27.4,7.2,232,67.62,57.76,5.55,1079.3,19.35,2.65,1.14,2.473962264
5241,BY,642544.951,5324589.357,1,LL,N2,54.03,4.1,5.5,11.1,26.6,18.6,8.3,20.6,53.5,25.9,7.08,92.7,16.93,16.11,1.68,1055.3,24.46,2.65,1.3,9.803018868
5251,BY,720900.0145,5324370.746,2,LL,N2,70.56,4.6,13,25.4,19.3,14.6,7.4,42.9,41.3,15.8,5.47,99.9,27.22,27.22,2.79,1323.9,15.65,2.65,0,1.193858568
5252,BY,728718.6094,5322461.675,2,GGc,N0,140.11,0.1,1.8,16.4,21,22.9,10.9,18.3,54.8,26.9,7.07,253,84.35,82.05,7.97,866.7,44.83,2.65,0.87,0
5254,BY,743169.3344,5325178.928,2,ZZ,N2.2,193.3,1.9,10.4,20.5,21.5,15.4,9,32.8,45.8,21.4,6.11,262,136.33,136.33,11.23,533,123.88,2.65,0.55,0.362264151
5255,BY,754316.0442,5321562.159,1,YK,N1,68.02,7.3,11.4,17.8,19.7,17.3,9.1,36.5,46.1,17.4,6.62,115.2,25.77,24.88,2.48,1005.9,30.92,2.65,1.21,7.873962264
5256,BY,760094.1228,5326249.731,1,BB,N1,61.4,0.9,1.3,4.1,33.8,27.8,9.2,6.3,70.8,22.9,6.56,87.8,16.07,16.07,1.61,1292.6,23.95,2.65,1.34,1.596226415
5257,BY,769749.5805,5322062.276,1,LL,N3.1,60.88,5.4,8.7,13.8,20,16.2,8.9,27.9,45.1,27,6.67,92.2,23.6,23.6,2.23,832.2,22.24,2.65,1.2,14.92981132
5259,BY,787167.2637,5324107.184,1,AB,N0.1,79.41,0.3,3.4,26,24.9,15.4,10.2,29.8,50.4,19.8,6.71,89.7,26.34,26.34,2.87,1084.8,38.19,2.65,1.1,0.125283019
5260,BW,402793.6579,5311386.995,1,AB,N0,68.84,0.3,1.3,4.5,36.1,26.8,7,6.1,69.9,24,5.73,120.7,19.65,19.65,2.02,1098.9,33.27,2.65,1.1,0.009056604
5261,BW,407864.4381,5311138.652,2,CF,N3.2,99.32,0.3,2.6,13.6,17.7,10.8,7.7,16.5,36.2,47.3,6.38,82.7,44.62,43.99,4.35,1026.2,52.37,2.65,1.04,1.103396226
5262,BW,417156.4716,5311655.969,2,BB,N6,82.71,16.6,26.6,18.2,10.2,7.8,6.7,61.3,24.8,13.9,5.1,27.7,62.2,62.2,4.61,686,10.72,2.65,0,20
5265,BW,440304.4055,5309381.341,2,BB,N3.1,85.01,9.6,15.5,14.5,14.9,11.9,10.5,39.6,37.3,23.1,5.93,90.5,66.36,66.36,6.13,728.9,39.48,2.65,0,7.158078825
5267,BW,455577.4469,5311013.124,2,GG,N0,104.17,5.1,14.5,11.9,16.8,16.3,11.4,31.5,44.5,24,4.92,113.4,63.84,63.84,5.2,708.3,61.51,2.65,0.73,0.060377358
5271,BW,492534.1434,5312808.41,2,YK,N4,108.41,1,0.6,0.7,6.6,8.5,8.4,2.4,23.5,74.1,7.66,232,82.36,63.37,6.23,864.3,53.84,2.65,0.96,3.726037736
5274,BW,512191.2301,5312577.622,1,LL,N2,57.99,5.5,13.9,14,23.7,19.2,7.9,33.3,50.8,15.9,5.41,88.6,16.66,16.66,1.7,1211,31.98,2.65,1.25,1.348679245
5277,BW,537220.8082,5311905.959,1,RZ,N1,47.9,6,11.3,23.9,14.2,11.3,9.4,41.1,34.9,24,7.68,172,24.58,17.96,1.8,722.5,22.26,2.65,0,10.9251056
5278,BW,546723.0591,5315099.194,1,BB,N6,73.17,5.5,12.1,17.8,18.4,15.2,8.4,35.5,42,22.5,6.82,109.5,22.9,22.29,2.28,941.9,25.51,2.65,0,6.139672373
5280,BW,559507.6743,5312714.484,1,SS,N3,53.72,6.3,7.4,11.4,27.5,20.9,8.6,25.2,57,17.8,6.12,291,16.95,16.95,1.77,1028.4,23.15,2.65,1.15,5.05509434
5281,BW,569059.4001,5311317.048,1,SS,N2.2,55.57,6.5,8.1,11.8,28.1,19.2,7.8,26.3,55.1,18.6,5.78,54,14.39,14.39,1.42,1064.7,26.12,2.65,1.19,5.781132075
5282,BW,577039.0195,5316488.771,2,BB,N2.2,84.53,4.4,7.1,8.3,24,22.8,11,19.8,57.8,22.4,5.48,53.9,45.08,45.08,4.14,1004.4,31.43,2.65,1.02,1.374339623
5283,BY,582946.8683,5313621.883,1,LL,N1,47.95,3.1,10.9,20.1,27,13.6,6.1,34,46.7,19.3,6.44,59,11.75,11.75,1.16,1369.9,14.89,2.65,1.43,2.516981132
5284,BY,595720.5477,5313725.232,1,LL,N0,70.82,1.3,5.1,13.7,27.5,20.3,9.2,20.1,57,22.9,7.04,90.9,17.16,17.16,1.71,1385,26.41,2.65,1.45,2.465660377
5285,BY,601960.0484,5311065.279,2,BB,N1,88.06,1.9,10,21.4,17.5,13.6,10.1,33.4,41.1,25.5,6.08,118.6,52.23,52.23,5,1085.2,25.75,2.65,1.11,1.313962264
5288,BY,626390.4866,5315410.822,1,BB,N0,67.33,2.1,8.1,15.5,21.1,17.9,11.6,25.6,50.5,23.9,5.15,152.9,18.65,18.65,1.87,1149.4,28.94,2.65,1.21,3.408301887
5300,BY,723091.0514,5314327.85,2,BB,N2,121.09,1.8,10.5,23.9,20.2,15.2,8,36.2,43.3,20.5,6.58,141.1,41.6,41.6,4.27,1086.9,22.44,2.65,1.1,1
5304,BY,753132.2488,5313099.345,2,KM,N0.2,145.53,4.6,14,17.9,18.3,16.5,11.7,36.5,46.5,17,5.49,98,110.76,110.76,8.35,701.3,48.35,2.65,0.73,1.147924528
5308,BY,787082.481,5315441.491,1,LL,N1,106.6,3.6,7.9,18,20.3,16.8,8.9,29.6,46,24.4,6.07,90.6,31.4,31.4,3.24,1132.1,31.39,2.65,1.17,2.227169811
5311,BW,401949.8027,5305050.832,1,BB,N1,37.92,2,3.3,4.2,44.3,26,4.7,9.5,75,15.5,6.26,54.1,9.19,9.19,0.88,1312.3,23.57,2.65,1.32,0.52
5315,BW,433784.5979,5303755.982,2,YK,N3.1,95.69,12.3,18.3,15.3,10.6,13.3,11,45.8,34.9,19.3,5.05,71.2,67.5,67.5,6.37,709.6,40.11,2.64,0,14.47557905
5318,BW,455441.4873,5302903.69,2,DD,N3.1,128.81,0.4,1.3,1.7,6,10.5,8.9,3.4,25.4,71.2,7.52,218,78,72.88,6.44,804.2,71.05,2.65,0.81,0.046037736
5321,BW,480979.7254,5302172.494,1,RZ,N2.2,78,4.9,5.3,12.6,16.7,15.6,9.4,22.8,41.6,35.6,7.5,152.5,26.53,25.2,2.68,1192.2,24.96,2.65,0,3.59264742
5324,BW,503738.1274,5306474.629,1,YK,N3.2,52.36,4.7,57.7,11.5,7.7,5,2.8,73.9,15.5,10.6,6.52,65.9,12.7,12.7,1.26,1265.7,18.65,2.65,1.34,3.326792453
5327,BW,531863.9834,5305650.135,2,ZZ,N0,316.1,0,0,0,0,0,0,0,0,0,7.85,241,262.85,196.3,13.06,429.3,117.51,2.65,0.43,0.011320755
5328,BW,537548.6178,5304349.236,3,BB,N3,52.97,1.7,21.2,28.9,11.2,8.8,7.1,51.7,27.1,21.2,6.63,72.1,25.68,25.68,2.3,1097.8,17.54,2.65,1.17,3.559245283
5329,BW,545347.6237,5305460.986,2,RZ,N1,51.45,2.7,10.4,20,14,14.4,10.1,33.1,38.5,28.4,7.58,229,56.5,35.88,3.49,700,14.72,2.65,0,30
5331,BW,559088.65,5304759.553,2,BB,N2.2,59.23,4.8,11.9,22.4,17.4,13.5,9,39.1,39.9,21,5.63,97.6,30.96,30.96,3.21,1074.2,42.05,2.42,1.13,2.142975207
5334,BY,587713.909,5306201.714,2,YK,N2.2,93.38,2.6,9.6,20,17.3,12.2,9,32.2,38.4,29.4,6.28,218,50.39,50.39,5.06,1043.5,28.42,2.65,1.07,1.375849057
5335,BY,591821.9963,5303745.147,2,AB,N0.1,54.95,9.6,19.1,20.2,13.5,11,8,48.9,32.5,18.6,6.5,63.8,29.11,29.11,2.88,935,30.51,2.65,1,2.353207547
5338,BY,618900.3082,5304714.741,2,SS,N2.2,80.42,3.4,9.5,17.4,16,16,13.7,30.3,45.7,24,5.74,237,48.5,48.5,4.77,953,47.27,2.65,0.98,1.621886792
5339,BY,623424.4998,5306551.002,1,BB,N1,80.5,5.8,9.9,13.9,13.6,15.7,13,29.5,42.3,28.2,6.51,97.1,29.59,29.59,2.77,886.7,32.04,2.65,1.1,9.413584906
5343,BY,657009.3831,5305458.205,1,YK,N2,86.1,3.5,25.8,24.1,11.1,6.9,4.9,53.4,22.9,23.7,6.24,66,15.89,15.89,1.7,1234.5,22.99,2.65,1.31,3.504150943
5344,BY,667524.3733,5304635.271,2,KV,N2,304.21,0,0,0,0,0,0,0,0,0,6.06,288,316.86,316.86,30.09,409.7,109.39,2.65,0.41,0.011320755
5347,BY,687482.2351,5305109.593,2,YK,N4,88.66,1.8,7.8,25.3,20.7,14.1,9.1,34.9,43.9,21.2,5.5,179.3,51.51,51.51,5.8,975.9,27.03,2.65,0.98,0.09509434
5348,BY,695757.6726,5308860.167,2,BB,N2.2,110.78,1.9,7.1,17.1,18.7,14.8,11.8,26.1,45.3,28.6,6.51,135.5,70.64,70.64,6.86,900.5,62.23,2.65,0,0.043060355
5349,BY,704936.403,5308384.418,2,RR,N0,96.94,3.9,5.7,7.3,17.4,18.6,12,16.9,48,35.1,6.58,137.1,70.41,70.41,7.25,717.7,73.81,2.65,0.74,1.264150943
5350,BY,711948.5559,5306395.806,2,BB,N1,86.28,5.4,13.8,19.6,17,10.5,7.5,38.8,35,26.2,6.24,171.9,44.97,43.94,4.73,974,32.83,2.65,1,1.336603774
5351,BY,719831.0481,5309220.242,1,YK,N0.1,102.78,3.3,10,21,16.5,12.4,8.3,34.4,37.2,28.4,6.63,111,29.22,28.41,2.92,1162.8,33.71,2.65,1.25,3.870943396
5352,BY,728072.7111,5306353.446,2,SH,N0.1,143.97,0.2,0.5,3.1,41.5,32.1,8.3,3.8,81.9,14.3,6,103.3,67.64,66.53,5.51,726.2,82.19,2.65,0.73,0.040754717
5353,BY,735669.049,5309234.595,2,LL,N2.2,84,1.8,10.8,25,22.8,15.5,7.7,37.6,46,16.4,5.6,235,38.39,38.39,3.93,1016.1,38.8,2.65,1.03,1.067169811
5354,BY,743889.6769,5307919.609,2,BB,N2.2,90.14,3.5,10.5,28.1,18.4,11.9,6.3,42.1,36.7,21.2,5.94,131,51.67,50.56,5.21,964.1,52.07,2.65,1,2.116226415
5358,BY,778290.2076,5305302.969,2,BB,N2.2,61.62,4.3,11.8,26.1,20.7,12.1,6.9,42.2,39.7,18.1,5.57,108.9,24.56,24.56,2.72,1142.3,32.27,2.65,1.2,2.882264151
5359,BY,785403.8158,5306676.749,2,BB,N2.2,74.47,1.9,8.5,21,19,13.3,8.9,31.4,41.2,27.4,6.06,140.2,50.36,50.36,4.94,937.1,55.92,2.65,0.95,1.230943396
5360,BY,791655.3824,5309031.395,1,YK,N3.1,67.09,5.5,11.4,15.4,22.5,16.9,8.6,32.2,48,19.8,5.97,60,21.74,21.74,2.25,1130.6,27.56,2.65,1.23,4.136603774
5363,BW,411228.5677,5293936.184,2,BB,N4,76.2,19.1,18,13.7,8.8,11.7,7.2,50.7,27.7,21.6,6.02,146,48.06,48.06,4.26,838,27.93,2.65,0,9.879645638
5364,BW,418758.0072,5297283.175,2,BB,N5,61.15,15.4,16,10.7,14.6,13.7,8.2,42.1,36.5,21.4,5.92,121.5,75.8,75.8,6.91,622,76.07,2.65,0,4.292673316
5366,BW,431879.4922,5296028.163,2,BB,N3.2,124,32.6,20.1,9.8,8.5,9.2,6.4,62.4,24.1,13.5,5.79,106.5,96.12,96.12,8.04,707.6,29.37,2.65,0,12.53542893
5370,BW,466170.2585,5295565.121,1,DD,N3.2,87.47,0.7,0.8,8,24.3,16.7,11.6,9.5,52.7,37.8,6.7,143.8,25.45,25.45,2.46,1251.7,21.8,2.65,1.28,1.301132075
5371,BW,474246.6491,5295303.589,1,RZ,N3.2,12.08,4.4,8.4,12.7,14.5,9.7,5.2,25.5,29.5,45,7.68,133.1,56.58,18.33,1.82,292.5,12.17,2.65,0,75
5372,BW,483071.9351,5297471.317,2,GG,N0.2,105.03,2,4.3,5.4,12.9,13.1,9.2,11.7,35.2,53.1,7.68,272,80.43,69.95,6.74,730,84.43,2.65,0.75,1.083773585
5374,BW,500680.103,5297412.331,3,RZ,N0.2,75.81,2.5,11.2,29.6,20.1,11.1,5.7,43.3,36.9,19.8,7.57,187.9,36.93,22.09,2.06,1390,26.98,2.65,1.47,3.675471698
5375,BW,505498.1066,5297063.753,2,LL,N2.2,66.54,0.4,16.5,32.8,15,11.3,8.2,49.6,34.6,15.8,5.95,116.8,29.31,29.31,2.78,1184.2,24.86,2.65,1.19,0
5378,BW,528394.3606,5295818.476,1,YK,N2.2,54.5,4.4,10.2,24.6,20.3,14.1,8.7,39.1,43.1,17.8,5.96,81.4,17.11,17.11,1.62,1140.5,28.93,2.65,1.28,5.723773585
5379,BW,537673.7225,5299395.81,2,RZ,N3,87.63,1.6,17.3,27,12.8,8.7,7.6,45.8,29.1,25.1,7.27,145.7,31.82,30.67,3.06,1261.8,29.72,2.65,1.28,0.553207547
5382,BW,563496.7144,5296514.328,2,BB,N2.2,61.27,8.8,13.6,20.6,15.5,14.5,8.5,42.9,38.6,18.5,5.88,123.6,34,34,3.64,996.1,28.45,2.65,1.01,1.068679245
5385,BY,587756.3613,5298011.52,2,BB,N0,87.55,3.5,13.3,18.5,16.5,13.4,9.9,35.2,39.8,25,6.3,121.2,52.75,52.75,4.98,900.2,54.15,2.65,0.94,2.021132075
5388,BY,607782.2238,5296244.43,2,RZ,N1,105.4,0.6,4.9,13,12.2,13.7,11.5,18.5,37.3,44.2,6.65,304,88.93,86.35,8.11,718.4,73.62,2.65,0.73,1.128301887
5389,BY,616366.5442,5299010.599,2,SS,N3.2,71.48,2.3,9.2,17.3,15.1,12.6,8.4,28.8,36.1,35.1,7.2,193.3,66.94,64.66,6.47,870.9,52.49,2.65,0.91,1.881509434
5390,BY,623581.9554,5298447.614,2,GG,N2,156.63,1,8.2,23.7,18.9,12.9,8,32.9,39.7,27.4,7.15,249,97.11,91.57,8.81,706.2,77.19,2.65,0.71,0.153962264
5391,BY,632830.1545,5296780.545,2,RZ,N3.2,61.08,2.5,5.3,18.6,16.8,12.9,9.1,26.3,38.8,34.9,7.31,313,99.05,69.72,6.85,821.1,43.56,2.65,0.98,6.398490566
5392,BY,644574.6487,5297462.233,1,YK,N0,103.03,1,4,16.1,14.3,12.5,11.6,21,38.4,40.6,7.7,138.3,80.16,37.23,3.97,934.1,49.69,2.65,0.95,0.201509434
5394,BY,659184.2712,5298064.129,2,AT,N0,126.94,0.7,2.2,10.6,15.1,17,12.1,13.5,44.2,42.3,6.28,114.4,60.31,60.31,5.54,987.5,43.79,2.65,0.99,0.131320755
5399,BY,695542.6969,5299776.152,2,BB,N0.1,126.71,3.9,5.3,10.3,15.4,15.2,12.3,19.6,42.8,37.6,6.05,272,65.33,63.33,6.54,817.9,59.17,2.65,0.86,1.23245283
5401,BY,715139.2363,5299315.24,2,RZ,N5,58.88,4.8,5.7,12.1,15.1,12.9,11.5,22.6,39.5,37.9,7.36,285,77.36,67.62,7.45,816.9,48.88,2.65,0.93,4.900377358
5407,BY,762379.368,5300469.216,2,GG,N0,128.07,0.6,5.1,20.3,12.9,16.9,20,25.9,49.7,24.4,6.7,133.5,63.9,62.77,6.91,919.2,62.69,2.65,0.92,0.049056604
5411,BY,792027.6621,5301914.46,2,AB,N0.1,143.3,0.6,2.5,8.1,7.3,16.1,12.6,11.2,36.1,52.7,5.77,175.1,67.43,67.43,6.78,844.7,56.37,2.65,0.86,0.430188679
5412,BW,395933.9143,5286866.388,1,LL,N3.1,45.85,0.5,0.6,1.9,38.6,24.5,6.3,3.1,69.4,27.5,7.78,133,19.06,11.82,1.29,1215.1,24.2,2.65,1.22,0.204528302
5415,BW,417280.0512,5285925.12,2,BB,N3.2,114.91,12.9,13.1,15.7,13.5,11.4,7.5,41.8,32.4,25.8,5.64,103.2,62.15,62.15,5.38,925.7,39.04,2.65,0,1.563792768
