PointID,County,xcoord,ycoord,landusenum,Main_soil,Slope,CS_0_30,gS,mS,fS,gU,mU,fU,Sand,Silt,Clay,pH_H2O,EC_H2O,TC,TOC,TN,FSS,Water_cont,Stone_dens,BD_bulk,Rock_fragm
4848,BY,758060.6028,5387254.137,1,BB,N1,45.37,2,13.7,11,30.5,19,6.8,26.7,56.3,17,5.91,70.2,9.92,9.92,0.85,1304.4,21.59,2.65,1.32,0.430188679
4849,BY,769684.6974,5389702.721,1,GG,N0.2,99.14,0.5,1.5,4,23.3,24.7,10.4,6,58.4,35.6,6.9,234,24.22,24.22,2.58,1020.3,16.47,2.65,1.03,0.034716981
4851,BY,782508.1998,5389545.749,2,BB,N4,93.44,0.9,7.1,14.3,22,18.3,7.8,22.4,48.1,29.5,6.66,164.4,52.61,52.61,4.97,1136,43.12,2.65,1.15,1.068679245
4855,BY,818486.1047,5387222.707,1,BB,N1,53.56,5.9,10.4,17.2,19.6,17.5,8.4,33.4,45.5,21.1,7.44,120.8,16.73,15.63,1.63,1114.8,21.54,2.65,1.34,10.06264151
4858,BY,845906.9638,5389485.857,1,BB,N2.2,59.95,12.1,23.1,25,11.1,9.6,4.2,60.2,24.9,14.9,6.51,100.5,21.93,21.93,2.01,935.5,25.69,2.65,1,4.446037736
4860,BW,422179.8051,5375178.95,1,RZ,N0,43.94,0.8,0.8,2.6,54.7,22.7,3.3,4.2,80.8,15,7.27,52.7,11.52,10.98,1.07,1266.5,29.2,2.65,1.27,0.137358491
4863,BW,449294.0216,5376309.86,2,YK,N6,102.32,17.2,40.8,12.9,6.9,7.8,2.4,70.8,17.1,12.1,4.87,48.1,49.92,49.92,4.21,1066.7,33.02,2.65,0,2.123825902
4868,BW,486595.8737,5378034.023,1,LL,N0,52.05,1.2,1.5,2,36.3,30.3,9.4,4.6,76,19.4,5.73,69.3,13.75,13.75,1.33,1152.1,19.58,2.65,1.16,0.067924528
4873,BW,529705.2326,5376883.418,2,DD,N3.2,116.54,0.7,1,2.5,7.5,14,9.6,4.1,31.1,64.8,7.6,308,91.43,68.86,6.03,835.9,62.09,2.65,0.85,1.151698113
4876,BW,552520.4698,5376615.812,2,RR,N2.2,102.1,1,0.6,1,11.6,18.7,12.2,2.6,42.6,54.8,6.23,108.8,60.55,59.43,5.92,994.3,27.04,2.65,1,0.10490566
4877,BW,562566.954,5377216.152,2,YK,N2.2,86.3,0.8,0.9,2,30.2,31.2,6.2,3.7,67.5,28.8,5.31,100.1,39.64,39.64,3.71,1127.2,40.2,2.65,1.13,0.155471698
4880,BW,586110.9423,5379630.885,2,CF,N2.2,90.33,0.7,1.3,1.9,26.7,30.1,9.7,3.9,66.5,29.6,5.86,142,47.07,47.07,4.48,1016.5,48.16,2.65,1.03,0.061132075
4883,BY,610812.2134,5379095.944,1,BB,N0,71.18,4.1,24.6,32.7,12,6.4,4.7,61.4,23,15.6,7.46,147.1,20.92,20.22,1.92,1212.7,26.49,2.65,0,5.969727399
4884,BY,616186.3891,5380159.075,1,GG,N0,153.81,0.2,6.6,20.5,25.6,13.2,6.4,27.3,45.1,27.6,7.3,134.4,47.75,45.65,4.01,1097.1,41.72,2.65,1.1,0.230943396
4887,BY,638247.5454,5378858.745,1,AB,N0.1,125.58,3,18.7,16.8,10.8,8.4,7.7,38.5,27,34.5,7.71,149.7,59,41.85,3.76,915.7,28.8,2.65,1.18,11.89811321
4890,BY,664337.5117,5381028.148,2,GG,N0.1,79.97,2.8,36.2,33.7,8,5.2,3.1,72.7,16.4,10.9,5.62,83.5,37.18,37.18,3.44,940.5,37.25,2.65,0.98,1.923396226
4891,BY,671842.2312,5376665.173,1,BB,N2,30.44,1.9,43.2,30.2,8.6,4.3,3,75.2,15.9,8.9,5.71,40.3,7.45,7.45,0.66,1294.1,14.83,2.65,1.4,3.811320755
4894,BY,698145.3217,5380183.545,2,SS,N2.2,68.7,2.4,9.3,9.9,25.7,19.9,8.5,21.6,54,24.4,5.86,120.5,41.83,41.83,4.09,1034.6,36.44,2.65,1.04,0.020377358
4897,BY,720722.5449,5377914.449,1,BB,N2.2,62.64,1.7,3.6,4.9,34.8,22.1,6.3,10.3,63.2,26.5,6.56,54,16.76,15.92,1.59,1270.7,25.78,2.65,0,3.70139493
4898,BY,727240.5089,5380145.999,1,AZ,N0,90.01,0.9,5.1,12.5,24.6,24.6,11.2,18.5,60.3,21.2,7.74,151.2,98.45,26.01,2.43,1056.6,23.53,2.65,0,3.059388888
4899,BY,735241.8129,5377976.935,1,SSg,N3.1,61.72,2.5,5.6,8.4,35.2,18.2,5.8,16.4,59.2,24.4,6.95,83.6,16.22,16.22,1.63,1216.7,27.08,2.65,1.33,4.910943396
4900,BY,742795.1069,5379801.673,1,ZZ,N2,63.49,6.9,39.3,13.5,11.1,8.9,5.2,59.7,25.2,15.1,6.25,104.6,17.27,17.27,1.74,1287.9,22.79,2.65,0,10.54835337
4901,BY,751906.1775,5381501.66,1,SS,N2,60.42,2.5,2.8,4.3,36.9,24.8,7.5,9.6,69.2,21.2,6.74,333,15.91,15.52,1.65,1292.4,23.82,2.65,1.31,0.507924528
4902,BY,762354.9062,5377588.707,1,BB,N3.2,62.76,1.3,3.4,27.8,20.5,13.1,7.5,32.5,41.1,26.4,6.75,113.9,19.64,18.98,1.81,1333.5,22.67,2.65,1.42,4.041509434
4904,BY,779235.7692,5379272.657,2,BB,N0,76.04,3,2.3,3.3,35.8,26.3,7.8,8.6,69.9,21.5,6.19,156.7,35.22,35.22,3.14,1150.2,39.49,2.65,1.17,0.168301887
4907,BY,802626.0675,5378375.574,1,BB,N4,58.74,3.1,8.3,14.4,24.4,19.9,7.8,25.8,52.1,22.1,6.43,93.3,17.64,17.64,1.86,1121.7,23.16,2.65,0,8.046567912
4909,BY,815554.8549,5381904.628,1,SS,N2,72.99,1.5,4.1,7.5,28.2,25,8.9,13.1,62.2,24.7,7.31,66.9,19.39,18.75,2.23,1305.8,34.1,2.65,1.32,0.248301887
4910,BY,825919.6162,5378148.945,1,BB,N2,54.93,2.6,1.9,3,35.1,29.6,9.1,7.4,73.8,18.8,6.49,58.7,14.74,14.74,1.47,1204.9,32.33,2.65,1.21,0.355471698
4912,BW,414448.2422,5366176.865,2,ZZ,N0,107.5,1.6,10.8,11.9,20.4,19.4,10.5,24.3,50.3,25.4,5.12,71.1,58.56,58.56,4.77,789.1,19.1,2.65,0.79,0
4918,BW,465370.9132,5370638.869,1,RR,N2.2,75.27,5.5,3.8,3,13.3,18,13.8,12.3,45.1,42.6,7.81,155.7,58.41,39.73,4.01,1129.4,21.63,2.65,0,12.44267714
4922,BW,496633.2301,5367466.343,1,DD,N2.2,64.01,4.4,9.2,7.8,20.3,17.8,8.8,21.4,46.9,31.7,6.61,52.1,16.35,16.35,1.64,1353.5,18.38,2.65,1.37,0.45509434
4925,BW,519146.447,5370552.88,2,RZ,N4,125.38,1.2,1.2,1.1,5.7,10.2,7.2,3.5,23.1,73.4,7.66,294,115.7,83.45,7.54,886.3,44.62,2.65,0,4.590584203
4928,BW,543175.8391,5368122.761,1,RR,N2.2,28.27,4.7,1.8,1.1,15,21.7,10.6,7.6,47.3,45.1,7.48,245,57.27,49.96,4.81,565.9,27.53,2.65,0,30.43229323
4929,BW,552976.3109,5370435.851,2,YK,N2.2,94.5,0.6,0.5,1.2,24.7,31.8,11.8,2.3,68.2,29.5,5.76,113.5,49.63,49.63,4.59,974.6,50.64,2.65,0.98,0.261886792
4930,BW,559372.4865,5369788.07,1,RZ,N2,80.08,0.6,2.3,1.4,12.8,20.1,9.3,4.3,42.2,53.5,7.52,228,54.71,50.28,5.06,867.8,35.26,2.65,0,11.35483738
4931,BW,567059.1773,5371861.486,1,RR,N2.2,66.1,1.4,0.6,0.9,24.1,25.6,8.4,3,58.1,38.9,6.31,235,24.19,23.83,2.44,1168.6,33.1,2.65,1.2,2.203773585
4932,BW,575517.8769,5370016.176,1,RR,N2.2,65.87,0.7,3.9,2.2,25.6,23.4,7.1,6.9,56.1,37,7.42,289,43.37,30.32,2.99,698.5,14.84,2.65,0.91,10.1109434
4934,BY,590645.0345,5370521.57,1,GG,N0,134.47,0.8,3.6,9.1,8.3,10,13.1,13.6,31.4,55,7.57,151.3,52.81,45.08,4.89,945.1,46.53,2.65,0.95,0.465660377
4935,BY,599724.5112,5370323.154,2,YO,N0,135.88,1.9,39.3,16,7.7,7.6,4,57.2,19.3,23.5,6.64,93.3,55.27,55.27,5.05,943.1,48.93,2.65,1,3.510188679
4937,BY,618729.2021,5372357.08,1,SS,N2.2,63.58,2.2,5.6,8.9,29.5,21.6,7.5,16.7,58.5,24.8,6.08,77.9,15.58,15.58,1.63,1303.8,29.71,2.65,1.33,1.186037736
4942,BY,655252.6317,5369037.034,1,YU,N1,38.34,3.2,47.2,29.6,6.2,3.9,2.2,79.9,12.3,7.8,5.75,39,8.27,8.27,0.73,1418.6,14.75,2.65,1.47,1.989433962
4943,BY,663605.2822,5371306.193,1,RQ,N3,50.81,4.8,15.9,16.7,18,13.3,6.5,37.4,37.7,24.9,6.76,56,15.36,15.36,1.54,1250.6,20.97,2.65,0,8.027446875
4945,BY,679843.6132,5373288.266,1,BB,N3.1,33.46,6.2,35,20.7,11.5,9.5,4,61.9,25,13.1,6.03,48.4,9.45,9.45,0.88,1062.1,13.77,2.65,0,11.46227566
4946,BY,688129.9005,5373572.854,1,SS,N1,57.54,1.5,11.9,25,16.9,11.4,7.8,38.4,36.1,25.5,6.07,74.4,19.19,18.64,1.99,1192.5,33.76,2.65,1.22,0.608301887
4947,BY,698200.5881,5371144.294,2,SS,N2,81.95,4.1,18.2,13,13.3,12.8,8.3,35.3,34.4,30.3,5.28,143.7,44.94,44.94,4.59,1084.2,37.17,2.65,0,6.533864066
4948,BY,705076.2318,5371570.488,1,LL,N2.2,60.08,2.3,3.6,7,30.8,19.6,6.6,12.9,57.1,30,6.86,88.7,17.08,16.42,1.82,1276,24.79,2.65,1.4,5.482264151
4949,BY,713384.7189,5370687.532,1,AQ,N0.2,135.42,3.3,18.2,13.1,15.6,10.9,7.1,34.6,33.7,31.7,7,252,66.81,65.24,7.13,756.4,67.87,2.65,0.8,1.430943396
4951,BY,731260.3124,5370143.422,1,BB,N3.2,52.45,1.2,4.7,16,25.1,18,9.2,21.8,52.3,25.9,7.06,126.9,17.18,16.6,1.74,1096.4,19.49,2.65,1.1,0.057358491
4952,BY,734883.1447,5372080.338,1,BB,N3,60.24,1.2,11.8,20.3,21.8,15.3,6.5,33.3,43.6,23.1,6.93,110.7,15.12,14.46,1.65,1195.3,16.1,2.65,1.21,0.329056604
4954,BY,751661.3175,5373464.121,1,SS,N2,42.87,2,4.8,4.8,30.5,27.4,9,11.6,67,21.4,6.47,64.3,10.55,10.55,0.99,1283.9,26.13,2.65,1.29,0.40754717
4957,BY,774930.8831,5373233.633,1,BB,N3.1,55.51,0.9,8.7,20.5,22.9,18.1,7.4,30,48.5,21.5,6.83,81.1,14.85,14.85,1.56,1158.6,26.52,2.65,1.16,0.096603774
4958,BY,782919.8551,5370183.371,1,SS,N0.2,86.76,1.9,6.1,8.2,26,19.8,7.7,16.2,53.5,30.3,7.07,156.5,27.6,26.68,2.43,1319.8,31.59,2.65,1.34,0.766037736
4961,BY,810894.3441,5371108.279,1,BB,N2.2,52.78,1.5,2.2,12.5,28.7,21.5,8.7,16.1,58.9,25,7.59,118.4,14.59,13.74,1.44,1280.3,27.46,2.65,1.31,1.474716981
4962,BY,814312.3587,5372813.724,1,BB,N2,50.18,2.4,2.2,5.1,40.8,22.2,6.3,9.8,69.3,20.9,6.75,58.5,13.02,12.63,1.38,1288,27.53,2.65,1.35,2.381886792
4963,BY,822245.7339,5372285.898,1,AB,N0.1,58.62,1.7,4,12.6,22.2,22.7,13,18.3,57.9,23.8,6.91,53.4,15.65,14.96,1.64,1285.3,30.34,2.65,1.38,4.040754717
4964,BW,410326.7638,5361182.214,1,GG,N0.2,63.43,1.1,9.2,27.4,20.7,10.8,5.5,37.8,37,25.2,7.51,391,28.02,17.03,2,1273.4,22.65,2.65,0,3.267924543
4965,BW,414776.7146,5358474.929,3,YK,N3.2,61.26,0.7,1,3.6,52.5,21.9,4.2,5.2,78.5,16.3,7.61,195.1,67.66,36.05,2.89,1250.1,36.45,2.65,1.27,0.765283019
4969,BW,450739.9884,5362089.982,2,BB,N6.1,51.2,12.7,27.2,14.1,13,10.7,7.5,54,31.1,14.9,5.06,28,32.69,32.69,2.86,823.5,11.31,2.65,0,20
4975,BW,499500.2728,5360227.058,3,DD,N2.2,75.51,1.1,1.5,2.9,41.3,16.3,9.3,5.5,66.9,27.6,6.06,60.1,49.08,49.08,4.32,867.3,44.32,2.65,0.87,0.021886792
4977,BW,514015.2159,5359692.991,2,RR,N3.1,127.24,1,0.7,1.2,11.5,15.7,9.5,2.9,36.7,60.4,7.27,300,131.35,117.61,12.56,726.3,84.02,2.65,0.73,0.19245283
4978,BW,522788.4725,5360785.632,2,YK,N2.2,121.78,0.4,0.8,0.9,6.7,11,9.1,2.1,26.8,71.1,7.59,445,102.05,95.31,8.9,651.1,50.91,2.65,0.71,2.374339623
4981,BW,545081.8922,5363536.543,1,RR,N2.2,95.1,1.2,1,1.4,15.1,20.7,7.4,3.6,43.2,53.2,7.27,116.6,26.92,26.35,2.57,1183.7,22.73,2.65,1.19,0.254339623
4982,BW,555105.6481,5362973.178,1,CF,N0,85.81,1.9,1.1,2.3,23.2,26.1,11.4,5.2,60.7,34.1,5.96,78.8,29.75,29.75,2.81,1027.5,23.97,2.65,1.05,0.762264151
4987,BY,594292.637,5360958.544,1,LL,N1,49.8,0.1,1.1,5.4,43.1,20.8,6.2,6.6,70.1,23.3,7.21,70.5,14.15,13.61,1.48,1287,24.06,2.65,1.3,0.23245283
4990,BY,617883.1629,5362676.97,2,BB,N3.2,67.42,2,12.9,19.8,15.4,14.8,9.8,34.7,39.9,25.4,6.08,92,32.23,32.23,3.45,1228.2,34.54,2.65,1.23,0.096603774
4991,BY,624165.1296,5363918.533,1,BB,N1,43.06,0.2,28.4,41.1,9.2,6.4,4,69.6,19.7,10.7,7.42,152.1,11.52,10.79,1.09,1237.1,19.1,2.65,1.26,0.887169811
4992,BY,635066.8806,5360970.678,1,BB,N3,44.56,0.4,30.3,31.3,9.6,7.4,5,61.9,21.9,16.2,6.27,37.4,9.88,9.88,1.01,1356.2,19.85,2.65,1.42,3.065660377
4993,BY,641554.7254,5361612.887,1,AZ,N0,71.12,1.2,1.5,11.9,24.5,24.2,12.3,14.6,61,24.4,7.95,141,89.25,18.68,1.94,1290.6,29.08,2.65,1.31,0.695849057
4995,BY,658207.6644,5362020.865,1,SS,N3.1,71.41,1.7,25.9,24.1,12.3,7.8,4.7,51.7,24.9,23.4,6.86,136.1,18.21,17.79,1.94,1174,25,2.65,1.2,1.018113208
4996,BY,666114.3847,5360596.208,2,SS,N3,91.37,0.4,16.4,14.3,17,17.9,9.8,31.1,44.6,24.3,5.29,67.4,36.43,36.43,3.44,945,41.77,2.65,0.95,0.118490566
4997,BY,672272.1036,5362423.437,1,BB,N3.1,45.82,6.3,42.1,16.6,9.4,8.5,5.3,64.9,23.2,11.9,6.08,58.8,14.23,14.23,1.29,1115.6,16.57,2.65,0,12.13012633
4998,BY,681904.8627,5362664.751,1,SS,N2,60.64,1.3,7.4,9.7,30.2,19.4,7.2,18.4,56.9,24.7,7.22,260,16.77,16.04,1.61,1253.2,22.59,2.65,1.3,1.560754717
5002,BY,712613.8574,5366167.589,1,GG,N0,99.85,7.2,7.9,9.4,15.8,22,19.7,24.4,57.5,18.1,8.04,147.6,130.15,40.4,3.7,835.7,50.16,2.65,0.91,3.944150943
5003,BY,722253.4653,5364220.825,1,BB,N2.2,71.57,1.1,6.9,16.2,35.9,13.5,5.4,24.2,54.7,21.1,7.51,138.3,17.62,16.94,1.84,1190.4,27.92,2.65,1.21,1.615849057
5005,BY,736245.5524,5365163.971,1,SS,N3.1,49.36,1.2,5.1,8.6,30.5,22.3,8.5,14.8,61.2,24,6.21,52.6,12.85,12.85,1.39,1292.8,21.32,2.65,1.31,0.520754717
5007,BY,750979.6685,5365394.349,1,SS,N2.2,61.85,1.3,16.7,17,22.9,15.8,7,34.9,45.7,19.4,6.93,74.1,14.79,14.79,1.5,1323.1,24.69,2.65,1.38,2.688301887
5010,BY,777617.3508,5361430.65,1,BB,N0,87.65,3.1,8.5,9.2,30.1,22.8,7.7,20.8,60.6,18.6,6.42,68.9,21.85,21.85,2.19,1232.7,34.15,2.65,1.27,1.313962264
5011,BY,784360.6795,5363646.968,1,BB,N2.2,62.84,1.7,7.2,12.5,26.1,22.3,9.5,21.4,57.8,20.8,7.08,146.4,16.33,15.46,1.46,1297.2,29.38,2.65,1.33,0.978113208
5012,BY,793818.4006,5364770.347,1,SS,N2.2,59.65,4.1,6.2,16.5,26,19.4,8.4,26.8,53.8,19.4,6.42,218,15.13,14.44,1.6,1308.6,20.09,2.65,1.33,1.453584906
5013,BY,801391.8716,5362092.025,1,BB,N1,54.57,4,32.7,10.8,15.2,14.7,6.7,47.5,36.5,16,7.18,118.5,15.48,14.71,1.32,1178.2,27.98,2.65,1.26,3.473962264
5014,BY,811272.7875,5362767.766,1,BB,N2.2,54.54,1.1,1.3,0.3,37.7,25.3,8,2.6,71,26.4,7.17,72.6,15.31,14.78,1.58,1289.5,31.82,2.65,1.3,0.203018868
5015,BY,815414.3776,5365317.117,1,BB,N0.1,59.88,4.3,10.8,23,24.4,12.5,6.2,38.1,43.2,18.7,7.04,75.9,18.15,18.15,1.74,1098.2,24.13,2.65,1.33,9.883018868
5022,BW,455615.7738,5350090.658,1,BB,N3,64.07,2.7,5.9,30.4,18.3,13.1,8,39,39.4,21.6,5.61,39.8,23.01,23.01,2.23,1020.9,22.38,2.65,0,10.69134236
5023,BW,464790.9637,5353034.816,1,CF,N2.2,82.13,1.1,1.5,8.3,21.6,18.3,14.3,10.9,54.2,34.9,7.67,198.5,57.12,22.94,2.24,1151.2,18.6,2.65,0,4.823618036
5024,BW,472799.4115,5350164.114,2,RZ,N2,100.1,0.6,1.7,3.6,12,14.7,15.7,6,42.4,51.6,6.7,433,82.07,69.87,6.85,855.4,25.32,2.65,0,6
5026,BW,490010.9701,5353661.641,1,RZ,N1,42.66,5.9,6,9.1,12.5,11.6,7.1,21,31.2,47.8,7.67,236,36.18,30.73,3.11,510,17.43,2.65,0,25
5030,BW,519306.3362,5352792.839,2,RQ,N2,92.91,0.4,0.5,0.8,12.9,16.8,10.1,1.6,39.8,58.6,6.83,133.9,60.64,59.01,5.51,925.7,53.48,2.65,0.96,2.144150943
5031,BW,531012.2577,5351366.312,2,YK,N3,104.79,0.4,0.5,0.9,17.7,25,11.4,1.8,54.1,44.1,6.12,169.5,43.48,43.48,4.11,1019.3,44.84,2.65,1.02,0.010566038
5033,BW,546468.239,5355147.785,1,YK,N0,105.44,1.8,2.6,6.2,15.3,19.5,8.3,10.5,43.1,46.4,6.87,116.1,34.06,33.76,3.47,1033,38.2,2.65,1.05,0.562264151
5038,BY,584639.394,5354462.891,1,AB,N0.1,50.97,1.1,8.5,21.8,31.6,16,6.6,31.5,54.3,14.2,5.07,90.6,15.65,15.65,1.58,1045.1,17.6,2.65,1.05,0.271698113
5040,BY,599079.7049,5352032.947,2,ZZ,N2,89.42,0.3,16.3,32,14.8,10.1,5.9,48.6,30.8,20.6,6.97,183.6,57.99,56.6,5.45,790.4,70.04,2.65,0.8,0.029433962
5042,BY,617012.8622,5354807.903,2,LL,N2.2,71.1,0.4,4.4,7.9,34.6,24.3,8.9,12.7,67.8,19.5,6.44,160.7,43.19,43.19,4.05,956.5,48.3,2.65,0.97,0
5043,BY,624750.3936,5357036.311,1,BB,N2.2,30.01,0.2,46.7,35.2,4.3,3.6,2.8,82,10.6,7.4,6.18,36.6,7.93,7.93,0.81,1321.1,14.89,2.65,1.36,1.646037736
5046,BY,649974.471,5356719.628,1,YK,N1,86.28,1.1,26.9,24.1,12.5,9.1,5.6,52.1,27.2,20.7,7.18,97.2,24.28,23.67,2.2,1156.9,25.63,2.65,1.18,1.073962264
5047,BY,657977.4079,5352058.601,1,SS,N2,59.73,1.4,6.4,9.3,28.2,22.3,9.8,17.1,60.3,22.6,6.28,114.4,20.41,20.41,2.13,1085.4,28.94,2.65,1.11,0.639245283
5048,BY,663411.7462,5352396.105,1,BB,N2.2,50.02,1,9.2,11.3,34.8,17.8,7.1,21.5,59.7,18.8,6.76,132,14.86,14.38,1.52,1245.5,26.63,2.65,1.28,1.25509434
5051,BY,690793.3319,5354510.591,1,AB,N0,77.19,1.9,27.4,29.3,10.8,6.9,4.9,58.5,22.6,18.9,7.17,162.8,20.7,19.9,2.01,1375.7,21.19,2.65,1.42,2.430943396
5054,BY,710700.867,5357075.498,1,TT,N1,72.61,0.5,1.1,6.5,42.3,20,7,8.1,69.3,22.6,6.95,166.8,19.72,19.25,1.96,1207.1,27.55,2.65,1.22,1.061132075
5055,BY,721689.8191,5355393.061,1,BB,N1,46.85,0.4,1.2,4,45,25.3,6.6,5.5,76.9,17.6,5.88,43.1,12.87,12.87,1.28,1314.3,31.2,2.65,1.32,0.218113208
5056,BY,728304.4716,5356826.614,1,YK,N3,51.94,0.5,26.2,15.5,17.8,15.5,7,42.2,40.3,17.5,6.17,160.7,13.31,13.31,1.36,1253.5,26.03,2.65,1.26,0.396981132
5057,BY,734280.473,5355533.504,2,BB,N2.2,100.28,0.5,6.5,20.2,18.9,16.4,10.2,27.1,45.4,27.5,6.6,135.7,51.53,51.53,4.92,1088.1,46.71,2.65,1.09,0.049811321
5059,BY,752908.4071,5353187.296,1,YK,N3.2,64.12,0.3,6.5,22.4,21,16.8,8,29.3,45.8,24.9,6.91,122.2,17.9,17.9,1.86,732.3,22.39,2.65,0.75,0.046792453
5061,BY,771015.9303,5354146.352,1,BB,N2.2,69.61,1.3,13.5,18.5,20.1,17,8.2,33.3,45.3,21.4,5.71,55.5,18.98,18.98,1.97,1211,26.58,2.65,1.28,2.305660377
5066,BW,411743.8628,5341641.09,1,YK,N0,58,1.7,3.7,6.4,39.5,19.6,5.2,11.8,64.3,23.9,7.62,133.6,26.54,13.68,1.31,1339.8,26.63,2.65,1.37,1.488301887
5067,BW,419340.7102,5345313.332,2,LL,N4,62.34,0.8,4.4,3,43.7,22.7,5.3,8.2,71.7,20.1,5.6,53.9,30.55,30.55,3.04,1107,30.9,2.65,1.12,1.06490566
5070,BW,438881.2879,5342971.131,2,BB,N5,67.82,25.4,19.4,8.8,11.6,11.1,7,53.6,29.7,16.7,5.61,66.6,43.82,43.82,3.63,949.8,18.73,2.65,0,11.65154245
5071,BW,450766.6519,5343987.451,2,BB,N3.2,95.96,26.1,20.6,10.2,6.6,8.4,6.4,56.9,21.3,21.8,5.21,43.8,56.13,56.13,4.85,765,25.91,2.65,0,8.812522505
5072,BW,454987.8697,5344643.854,2,SS,N2.2,80.18,0.4,4.2,15.8,24.1,22.8,9.8,20.3,56.7,23,5.44,48.9,54.87,54.87,4.96,898.9,32.54,2.65,0.91,0.030188679
5073,BW,465078.3319,5346989.817,1,YK,N3.2,79.26,0.8,1.4,14,17,17.4,12.7,16.2,47.1,36.7,7.54,141.6,64.98,21.75,2.17,1049.8,18.43,2.65,1.22,6.676226415
5074,BW,472315.1995,5346622.937,1,DD,N1,96.41,1.1,2.6,3.4,10.1,15.8,17.3,7.2,43.2,49.6,6.25,159.7,34.7,34.7,3.64,1139.4,22.55,2.65,1.14,0.013584906
5076,BW,488809.2905,5346242.668,2,AT,N1,116.36,1.8,1.3,4.8,14,13.8,11.5,7.8,39.3,52.9,6.98,153.9,43.67,42.7,4.35,912.3,35.21,2.65,0.94,0.758490566
5080,BW,519783.9771,5342655.285,1,YK,N1,88.4,1,0.6,1.5,22.5,28.3,10.8,3.1,61.6,35.3,7.19,213,26.24,25.34,2.54,1096.9,32.78,2.65,1.11,0.189433962
5081,BW,530039.6898,5344799.93,1,RR,N2,75.14,0.7,0.8,0.9,18.3,22,8.5,2.4,48.8,48.8,7.11,182,34.58,33.97,3.4,930.8,36.93,2.65,0,5.344156016
5084,BW,552028.2111,5345827.408,1,RZ,N1,72.15,0.3,2.9,11.3,27.4,15.8,6.6,14.5,49.8,35.7,7.51,185.5,30.88,22.55,2.37,973.5,17.9,2.65,0.98,0.189433962
5088,BY,585957.1217,5344317.173,2,GG,N0,121.18,0.2,6.1,24.2,22.4,12.1,6.5,30.5,40.9,28.6,6.39,162.7,64.49,64.49,6.57,788,68.11,2.65,0.79,0.033962264
5091,BY,607008.5037,5347055.825,1,GG,N0,110.04,1.8,28.8,29.8,10.6,7.5,5.2,60.4,23.2,16.4,7.65,143.7,53.63,37.38,3.65,907.5,26.88,2.65,0,8.331122181
5097,BY,659837.8751,5345755.304,1,YK,N2.2,51.47,1.1,33.4,32.8,8.1,7.3,5.1,67.3,20.5,12.2,6.03,52.7,11.28,11.28,1.03,1360.9,22.09,2.65,1.38,0.573584906
5102,BY,697795.5881,5345227.57,1,AZ,N1,50.27,3.2,4.9,10.3,20.8,23.7,11.7,18.4,56.1,25.5,7.7,138,92.75,20.26,1.95,805,19.42,2.65,0,30
5104,BY,713654.9106,5350149.573,1,LL,N1,61.8,1.3,1.3,5.5,45.3,20.2,6.8,8.1,72.3,19.6,6.44,383,15.94,15.94,1.79,1192.2,25.47,2.65,1.21,0.371320755
5108,BY,746838.7937,5346878.788,2,YK,N2,99.52,0.5,1.9,3,36.3,26.6,9.3,5.4,72.2,22.4,5.57,128.3,49.76,49.76,5.02,948.9,56.16,2.65,0.96,1.069433962
5109,BY,751993.4992,5347914.753,1,BB,N0,59.88,1.8,7,16,37.7,15.8,4.6,24.7,58.1,17.2,5.39,92.4,14.14,14.14,1.44,1366.3,22.38,2.65,0,8
5110,BY,761207.6926,5346747.779,1,RZ,N0.1,47.93,0.3,3.6,39.8,28,11,5.5,43.7,44.5,11.8,7.64,111.6,26.43,13.38,1.42,1041.6,30.1,2.65,1.06,0.446792453
5111,BY,771075.8347,5347597.202,1,AB,N0,79.08,2.7,16.3,17.7,22.5,16.2,7.3,36.7,46,17.3,5.8,66.9,24.33,24.33,2.02,1030,27.94,2.65,1.14,4.56
5114,BY,795198.9114,5349660.715,1,BB,N0.1,66.57,0.6,10.1,42.1,17,9.6,6.5,52.7,33.1,14.2,6.79,75.9,17.81,17.81,1.8,1151.9,25.45,2.65,1.19,1.449433962
5115,BW,400707.1769,5336653.428,1,AB,N0,48.33,0.6,5.5,25,25.7,13.2,4.5,31.2,43.3,25.5,5.85,55.2,11.14,11.14,1.12,1350.6,22.69,2.65,1.39,1.41509434
5117,BW,420355.6675,5335200.662,1,YK,N3.2,85.92,2.4,1,2.1,38.6,27.5,7.6,5.5,73.7,20.8,5.94,69.8,21.63,21.63,2.03,1118.1,30.34,2.65,1.12,0.13509434
5121,BW,449389.3373,5334537.233,2,BB,N4,89.44,23.5,23.4,14.9,7.6,7.8,5.5,61.8,20.9,17.3,6.72,167.8,51.17,49.96,4.57,853.9,19.54,2.65,0,17.05982584
5122,BW,456577.6477,5334819.015,1,BB,N2.2,50.72,1.3,3.1,43.5,17.1,9.1,6.5,47.9,32.7,19.4,6.09,69.7,16.48,16.48,1.47,1310.5,23.55,2.65,1.38,3.489056604
5123,BW,466471.6252,5336774.525,2,AB,N0.1,112.79,1,2.7,7.6,23.9,19.2,11.3,11.2,54.4,34.4,7.24,205,67.78,53.61,5.03,857.2,41,2.65,0.86,0.092075472
5124,BW,473687.9446,5338674.76,1,DD,N2,140.68,1.4,2.3,3.4,9.4,12.1,14.3,7.1,35.8,57.1,6.71,218,50.6,50.6,5.21,1073.5,32.49,2.65,1.09,0.332075472
